"Indicator Category","Indicator Code","Indicator","Reporting Economy Code","Reporting Economy","Partner Economy Code","Partner Economy","Product/Sector Classification Code","Product/Sector Classification","Product/Sector Code","Product/Sector","Period Code","Period","Frequency Code","Frequency","Unit Code","Unit","Year","Value Flag Code","Value Flag","Text Value","Value"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M10","October","M","Monthly","USM","Million US dollar","2016","","","","34413.575"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M10","October","M","Monthly","USM","Million US dollar","2014","","","","37993.556"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M10","October","M","Monthly","USM","Million US dollar","2017","","","","40073.804"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M10","October","M","Monthly","USM","Million US dollar","2018","","","","45453.859"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M11","November","M","Monthly","USM","Million US dollar","2018","","","","41998.585"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M11","November","M","Monthly","USM","Million US dollar","2017","","","","38110.672"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M11","November","M","Monthly","USM","Million US dollar","2014","","","","34345.557"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M11","November","M","Monthly","USM","Million US dollar","2016","","","","35198.905"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M11","November","M","Monthly","USM","Million US dollar","2015","","","","33389.107"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M11","November","M","Monthly","USM","Million US dollar","2013","","","","32144.548"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M12","December","M","Monthly","USM","Million US dollar","2013","","","","31213.759"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M12","December","M","Monthly","USM","Million US dollar","2015","","","","32682.582"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M12","December","M","Monthly","USM","Million US dollar","2016","","","","34131.918"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M12","December","M","Monthly","USM","Million US dollar","2014","","","","34837.229"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M12","December","M","Monthly","USM","Million US dollar","2017","","","","37005.099"
"Merchandise trade values","ITS_MTV_MM","Total merchandise imports - monthly","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M12","December","M","Monthly","USM","Million US dollar","2018","","","","36646.792"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M01","January","M","Monthly","USM","Million US dollar","2019","","","","32620.483"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M01","January","M","Monthly","USM","Million US dollar","2018","","","","30718.593"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M01","January","M","Monthly","USM","Million US dollar","2017","","","","27316.175"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M01","January","M","Monthly","USM","Million US dollar","2016","","","","24687.412"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M01","January","M","Monthly","USM","Million US dollar","2015","","","","26552.98"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M01","January","M","Monthly","USM","Million US dollar","2014","","","","27052.385"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M01","January","M","Monthly","USM","Million US dollar","2013","","","","27298.537"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M02","February","M","Monthly","USM","Million US dollar","2013","","","","29091.473"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M02","February","M","Monthly","USM","Million US dollar","2015","","","","29730.827"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M02","February","M","Monthly","USM","Million US dollar","2014","","","","30461.527"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M02","February","M","Monthly","USM","Million US dollar","2016","","","","28966.433"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M02","February","M","Monthly","USM","Million US dollar","2018","","","","35093.964"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M02","February","M","Monthly","USM","Million US dollar","2017","","","","31345.973"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M02","February","M","Monthly","USM","Million US dollar","2019","","","","36414.115"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M03","March","M","Monthly","USM","Million US dollar","2019","","","","39017.104"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M03","March","M","Monthly","USM","Million US dollar","2017","","","","36048.426"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M03","March","M","Monthly","USM","Million US dollar","2018","","","","39484.56"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M03","March","M","Monthly","USM","Million US dollar","2015","","","","34176.907"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M03","March","M","Monthly","USM","Million US dollar","2016","","","","31492.984"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M03","March","M","Monthly","USM","Million US dollar","2014","","","","33245.192"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M03","March","M","Monthly","USM","Million US dollar","2013","","","","31838.072"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M04","April","M","Monthly","USM","Million US dollar","2013","","","","32729.138"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M04","April","M","Monthly","USM","Million US dollar","2014","","","","34059.95"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M04","April","M","Monthly","USM","Million US dollar","2015","","","","32971.49"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M04","April","M","Monthly","USM","Million US dollar","2016","","","","30386.668"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M04","April","M","Monthly","USM","Million US dollar","2018","","","","37182.257"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M04","April","M","Monthly","USM","Million US dollar","2017","","","","31768.954"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M04","April","M","Monthly","USM","Million US dollar","2019","","","","39447.059"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M05","May","M","Monthly","USM","Million US dollar","2017","","","","35342.342"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M05","May","M","Monthly","USM","Million US dollar","2018","","","","39214.362"
"Merchandise trade values","ITS_MTV_MX","Total merchandise exports - monthly","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","M05","May","M","Monthly","USM","Million US dollar","2016","","","","31410.208"
